0.000397759 0.01
0.000397759 0.01
0.00039776 0.01
0.000397762 0.01
0.000397764 0.01
0.000397767 0.01
0.00039777 0.01
0.000397774 0.00999999
0.000397779 0.00999999
0.000397784 0.00999999
0.000397789 0.00999999
0.000397795 0.00999999
0.000397802 0.00999998
0.000397809 0.00999998
0.000397817 0.00999998
0.000397825 0.00999998
0.000397834 0.00999997
0.000397844 0.00999997
0.000397854 0.00999997
0.000397865 0.00999996
0.000397876 0.00999996
0.000397887 0.00999995
0.0003979 0.00999995
0.000397912 0.00999994
0.000397926 0.00999994
0.00039794 0.00999994
0.000397954 0.00999993
0.000397969 0.00999992
0.000397985 0.00999992
0.000398001 0.00999991
0.000398018 0.00999991
0.000398035 0.0099999
0.000398053 0.00999989
0.000398071 0.00999989
0.00039809 0.00999988
0.00039811 0.00999987
0.00039813 0.00999987
0.00039815 0.00999986
0.000398172 0.00999985
0.000398193 0.00999984
0.000398216 0.00999984
0.000398239 0.00999983
0.000398262 0.00999982
0.000398286 0.00999981
0.000398311 0.0099998
0.000398336 0.00999979
0.000398361 0.00999978
0.000398387 0.00999978
0.000398414 0.00999977
0.000398442 0.00999976
0.000398469 0.00999975
0.000398498 0.00999974
0.000398527 0.00999973
0.000398557 0.00999971
0.000398587 0.0099997
0.000398617 0.00999969
0.000398649 0.00999968
0.00039868 0.00999967
0.000398713 0.00999966
0.000398746 0.00999965
0.000398779 0.00999963
0.000398813 0.00999962
0.000398848 0.00999961
0.000398883 0.0099996
0.000398919 0.00999959
0.000398955 0.00999957
0.000398992 0.00999956
0.000399029 0.00999955
0.000399067 0.00999953
0.000399106 0.00999952
0.000399145 0.0099995
0.000399184 0.00999949
0.000399225 0.00999948
0.000399265 0.00999946
0.000399307 0.00999945
0.000399349 0.00999943
0.000399391 0.00999942
0.000399434 0.0099994
0.000399478 0.00999939
0.000399522 0.00999937
0.000399566 0.00999935
0.000399612 0.00999934
0.000399657 0.00999932
0.000399704 0.0099993
0.000399751 0.00999929
0.000399798 0.00999927
0.000399846 0.00999925
0.000399895 0.00999924
0.000399944 0.00999922
0.000399994 0.0099992
0.000400044 0.00999918
0.000400095 0.00999916
0.000400146 0.00999915
0.000400198 0.00999913
0.000400251 0.00999911
0.000400304 0.00999909
0.000400358 0.00999907
0.000400412 0.00999905
0.000400467 0.00999903
0.000400522 0.00999901
0.000400578 0.00999899
0.000400635 0.00999897
0.000400692 0.00999895
0.000400749 0.00999893
0.000400808 0.00999891
0.000400866 0.00999889
0.000400926 0.00999887
0.000400986 0.00999885
0.000401046 0.00999882
0.000401107 0.0099988
0.000401169 0.00999878
0.000401231 0.00999876
0.000401293 0.00999874
0.000401357 0.00999871
0.000401421 0.00999869
0.000401485 0.00999867
0.00040155 0.00999864
0.000401616 0.00999862
0.000401682 0.0099986
0.000401748 0.00999857
0.000401816 0.00999855
0.000401883 0.00999853
0.000401952 0.0099985
0.000402021 0.00999848
0.00040209 0.00999845
0.00040216 0.00999843
0.000402231 0.0099984
0.000402302 0.00999838
0.000402374 0.00999835
0.000402447 0.00999832
0.000402519 0.0099983
0.000402593 0.00999827
0.000402667 0.00999825
0.000402742 0.00999822
0.000402817 0.00999819
0.000402893 0.00999817
0.000402969 0.00999814
