100 0.916059 0 
200 0.956058 0 
300 0.99606 0 
400 0.944054 0 
500 0.956062 0 
600 0.904059 0 
700 0.964057 0 
800 0.832047 0 
900 0.908051 0 
1000 0.916053 0 
1100 1.82011 0 
1200 2.79217 0 
1300 3.68423 0 
1400 4.58429 0 
1500 5.54035 0 
1600 6.4524 0 
1700 7.38046 0 
1800 8.30452 0 
1900 9.19258 0 
2000 10.1246 0 
2100 11.0047 0 
2200 11.9128 0 
2300 12.8128 0 
2400 13.7609 0 
2500 14.6489 0 
2600 15.553 0 
2700 16.477 0 
2800 17.3891 0 
2900 18.3052 0 
3000 19.1732 0 
3100 20.1013 0 
3200 20.9973 0 
3300 21.8614 0 
3400 22.7174 0 
3500 23.5935 0 
3600 24.5256 0 
3700 25.4496 0 
3800 26.3897 0 
3900 27.2937 0 
4000 28.1978 0 
