0 0 0
0.000135354 0 -0.000191848
0.000270707 0 -0.000385993
0.000406061 0 -0.000584792
0.000541414 0 -0.00079072
0.000676768 0 -0.00100643
0.000812121 0 -0.00123484
0.000947475 0 -0.00147915
0.00108283 0 -0.00174299
0.00121818 0 -0.00203038
0.00135354 0 -0.00234583
0.00148889 0 -0.00269421
0.00162424 0 -0.00308053
0.0017596 0 -0.00350939
0.00189495 0 -0.00398375
0.0020303 0 -0.00450299
0.00216566 0 -0.0050595
0.00230101 0 -0.00563459
0.00243636 0 -0.00619505
0.00257172 0 -0.00669552
0.00270707 0 -0.00709263
0.00284242 0 -0.00736956
0.00297778 0 -0.00754797
0.00311313 0 -0.00766222
0.00324848 0 -0.00772701
0.00338384 0 -0.00772084
0.00351919 0 -0.0075932
0.00365455 0 -0.00729904
0.0037899 0 -0.00684311
0.00392525 0 -0.00628079
0.00406061 0 -0.00567961
0.00419596 0 -0.0050911
0.00433131 0 -0.00454466
0.00446667 0 -0.00405247
0.00460202 0 -0.00361631
0.00473737 0 -0.00323279
0.00487273 0 -0.00289642
0.00500808 0 -0.0026013
0.00514343 0 -0.00234184
0.00527879 0 -0.00211306
0.00541414 0 -0.00191067
0.00554949 0 -0.00173102
0.00568485 0 -0.00157102
0.0058202 0 -0.00142808
0.00595556 0 -0.0013
0.00609091 0 -0.00118493
0.00622626 0 -0.00108128
0.00636162 0 -0.000987714
0.00649697 0 -0.00090307
0.00663232 0 -0.000826357
0.00676768 0 -0.000756714
0.00690303 0 -0.000693393
0.00703838 0 -0.000635741
0.00717374 0 -0.000583184
0.00730909 0 -0.000535219
0.00744444 0 -0.000491399
0.0075798 0 -0.000451331
0.00771515 0 -0.000414661
0.00785051 0 -0.000381078
0.00798586 0 -0.000350299
0.00812121 0 -0.000322074
0.00825657 0 -0.000296175
0.00839192 0 -0.000272398
0.00852727 0 -0.000250559
0.00866263 0 -0.00023049
0.00879798 0 -0.000212041
0.00893333 0 -0.000195073
0.00906869 0 -0.000179462
0.00920404 0 -0.000165094
0.00933939 0 -0.000151864
0.00947475 0 -0.000139678
0.0096101 0 -0.000128449
0.00974545 0 -0.000118097
0.00988081 0 -0.00010855
0.0100162 0 -9.9741e-05
0.0101515 0 -9.16085e-05
0.0102869 0 -8.40963e-05
0.0104222 0 -7.71526e-05
0.0105576 0 -7.07297e-05
0.0106929 0 -6.47835e-05
0.0108283 0 -5.92734e-05
0.0109636 0 -5.41619e-05
0.011099 0 -4.94143e-05
0.0112343 0 -4.49983e-05
0.0113697 0 -4.08842e-05
0.0115051 0 -3.70441e-05
0.0116404 0 -3.34522e-05
0.0117758 0 -3.00841e-05
0.0119111 0 -2.69174e-05
0.0120465 0 -2.39307e-05
0.0121818 0 -2.1104e-05
0.0123172 0 -1.84184e-05
0.0124525 0 -1.58558e-05
0.0125879 0 -1.33992e-05
0.0127232 0 -1.1032e-05
0.0128586 0 -8.7385e-06
0.0129939 0 -6.50334e-06
0.0131293 0 -4.31159e-06
0.0132646 0 -2.14862e-06
0.0134 0 0

0 0.000454545 0
0.000135354 0.000454545 -0.000191797
0.000270707 0.000454545 -0.00038589
0.000406061 0.000454545 -0.000584634
0.000541414 0.000454545 -0.000790503
0.000676768 0.000454545 -0.00100615
0.000812121 0.000454545 -0.00123448
0.000947475 0.000454545 -0.00147872
0.00108283 0.000454545 -0.00174246
0.00121818 0.000454545 -0.00202976
0.00135354 0.000454545 -0.0023451
0.00148889 0.000454545 -0.00269337
0.00162424 0.000454545 -0.00307959
0.0017596 0.000454545 -0.00350838
0.00189495 0.000454545 -0.00398276
0.0020303 0.000454545 -0.00450216
0.00216566 0.000454545 -0.00505909
0.00230101 0.000454545 -0.00563491
0.00243636 0.000454545 -0.00619638
0.00257172 0.000454545 -0.00669781
0.00270707 0.000454545 -0.0070953
0.00284242 0.000454545 -0.00737174
0.00297778 0.000454545 -0.00754939
0.00311313 0.000454545 -0.00766332
0.00324848 0.000454545 -0.00772859
0.00338384 0.000454545 -0.00772353
0.00351919 0.000454545 -0.00759689
0.00365455 0.000454545 -0.00730263
0.0037899 0.000454545 -0.00684546
0.00392525 0.000454545 -0.00628165
0.00406061 0.000454545 -0.00567932
0.00419596 0.000454545 -0.00509017
0.00433131 0.000454545 -0.00454346
0.00446667 0.000454545 -0.00405122
0.00460202 0.000454545 -0.00361514
0.00473737 0.000454545 -0.00323174
0.00487273 0.000454545 -0.00289551
0.00500808 0.000454545 -0.00260051
0.00514343 0.000454545 -0.00234116
0.00527879 0.000454545 -0.00211248
0.00541414 0.000454545 -0.00191016
0.00554949 0.000454545 -0.00173058
0.00568485 0.000454545 -0.00157064
0.0058202 0.000454545 -0.00142775
0.00595556 0.000454545 -0.00129972
0.00609091 0.000454545 -0.00118468
0.00622626 0.000454545 -0.00108106
0.00636162 0.000454545 -0.000987516
0.00649697 0.000454545 -0.000902895
0.00663232 0.000454545 -0.000826201
0.00676768 0.000454545 -0.000756574
0.00690303 0.000454545 -0.000693268
0.00703838 0.000454545 -0.000635628
0.00717374 0.000454545 -0.000583082
0.00730909 0.000454545 -0.000535127
0.00744444 0.000454545 -0.000491316
0.0075798 0.000454545 -0.000451255
0.00771515 0.000454545 -0.000414593
0.00785051 0.000454545 -0.000381016
0.00798586 0.000454545 -0.000350243
0.00812121 0.000454545 -0.000322022
0.00825657 0.000454545 -0.000296128
0.00839192 0.000454545 -0.000272355
0.00852727 0.000454545 -0.00025052
0.00866263 0.000454545 -0.000230454
0.00879798 0.000454545 -0.000212008
0.00893333 0.000454545 -0.000195043
0.00906869 0.000454545 -0.000179435
0.00920404 0.000454545 -0.000165069
0.00933939 0.000454545 -0.000151841
0.00947475 0.000454545 -0.000139657
0.0096101 0.000454545 -0.000128429
0.00974545 0.000454545 -0.000118079
0.00988081 0.000454545 -0.000108534
0.0100162 0.000454545 -9.9726e-05
0.0101515 0.000454545 -9.15948e-05
0.0102869 0.000454545 -8.40837e-05
0.0104222 0.000454545 -7.71411e-05
0.0105576 0.000454545 -7.07191e-05
0.0106929 0.000454545 -6.47738e-05
0.0108283 0.000454545 -5.92645e-05
0.0109636 0.000454545 -5.41538e-05
0.011099 0.000454545 -4.94069e-05
0.0112343 0.000454545 -4.49917e-05
0.0113697 0.000454545 -4.08782e-05
0.0115051 0.000454545 -3.70386e-05
0.0116404 0.000454545 -3.34472e-05
0.0117758 0.000454545 -3.00797e-05
0.0119111 0.000454545 -2.69134e-05
0.0120465 0.000454545 -2.39272e-05
0.0121818 0.000454545 -2.11009e-05
0.0123172 0.000454545 -1.84157e-05
0.0124525 0.000454545 -1.58535e-05
0.0125879 0.000454545 -1.33972e-05
0.0127232 0.000454545 -1.10304e-05
0.0128586 0.000454545 -8.7372e-06
0.0129939 0.000454545 -6.50237e-06
0.0131293 0.000454545 -4.31095e-06
0.0132646 0.000454545 -2.14831e-06
0.0134 0.000454545 0

0 0.000909091 0
0.000135354 0.000909091 -0.000191644
0.000270707 0.000909091 -0.00038558
0.000406061 0.000909091 -0.00058416
0.000541414 0.000909091 -0.000789853
0.000676768 0.000909091 -0.00100531
0.000812121 0.000909091 -0.00123343
0.000947475 0.000909091 -0.00147742
0.00108283 0.000909091 -0.0017409
0.00121818 0.000909091 -0.00202789
0.00135354 0.000909091 -0.00234291
0.00148889 0.000909091 -0.00269084
0.00162424 0.000909091 -0.00307676
